Order_ID,Date,Region,State,Category,Product,Quantity,Sales,Profit
ORD-2025-00644,2024-12-17,North America,California,Appliances,Coffee Maker,8,4865.94,1111.64
ORD-2025-01146,2024-12-18,Asia Pacific,Seoul,Office Supplies,Stapler,6,230.51,53.41
ORD-2024-00276,2024-12-18,North America,California,Furniture,Bookshelf,9,6542.33,994.25
ORD-2024-00282,2024-12-21,North America,Ontario,Office Supplies,Desk Organizer,11,357.27,74.28
ORD-2025-01031,2024-12-22,North America,Ontario,Furniture,Conference Table,8,3547.1,575.96
ORD-2025-00729,2024-12-22,Asia Pacific,Seoul,Technology,Tablet,11,9732.17,1925.75
ORD-2024-00444,2024-12-23,Middle East & Africa,Nairobi,Technology,Smartphone,7,8051.97,1145.12
ORD-2025-00651,2024-12-23,North America,Ontario,Furniture,Desk,6,4764.1,286.09
ORD-2024-00284,2024-12-24,Europe,England,Technology,Smartphone,9,12176.88,2227.8
ORD-2025-01116,2024-12-24,Asia Pacific,Maharashtra,Technology,Laptop,2,2079.82,553.37
ORD-2025-00718,2024-12-25,North America,Ontario,Office Supplies,Desk Organizer,6,401.86,99.38
ORD-2024-00563,2024-12-26,North America,Texas,Furniture,Desk,11,5851.9,608.27
ORD-2024-00235,2024-12-26,Latin America,Santiago,Furniture,Bookshelf,10,2322.84,158.6
ORD-2025-01120,2024-12-26,Europe,England,Furniture,Cabinet,11,7947.67,1714.12
ORD-2024-00203,2024-12-27,Middle East & Africa,Nairobi,Technology,Smartphone,11,7775.54,973.88
ORD-2025-01018,2024-12-27,Middle East & Africa,Riyadh,Office Supplies,Printer Paper,3,93.3,28.14
ORD-2024-00252,2024-12-27,Europe,Bavaria,Office Supplies,Desk Organizer,5,461.41,93.28
ORD-2024-00185,2024-12-28,Latin America,Bogota,Appliances,Air Purifier,9,3859.47,468.01
ORD-2024-00055,2024-12-29,Europe,England,Technology,Wireless Router,5,5143.6,1110.77
ORD-2024-00183,2024-12-29,North America,Florida,Office Supplies,Stapler,6,358.37,133.99
ORD-2025-01162,2024-12-30,Europe,Ile-de-France,Office Supplies,Stapler,3,193.23,56.86
ORD-2024-00405,2024-12-30,North America,Florida,Furniture,Cabinet,9,4627.82,886.41
ORD-2024-00453,2024-12-30,Middle East & Africa,Cairo,Technology,Tablet,10,6797.12,919.22
ORD-2024-00021,2024-12-31,North America,Texas,Technology,Smartphone,11,13698.32,2368.68
ORD-2024-00406,2025-01-01,Latin America,Mexico City,Furniture,Conference Table,4,561.56,49.55
ORD-2025-01053,2025-01-01,North America,New York,Furniture,Cabinet,1,558.37,47.75
ORD-2024-00180,2025-01-01,North America,Texas,Office Supplies,Pen Set,11,333.22,61.17
ORD-2025-01091,2025-01-02,North America,New York,Office Supplies,Pen Set,4,131.62,-27.83
ORD-2025-00667,2025-01-02,Asia Pacific,Singapore,Furniture,Cabinet,2,925.86,65.52
ORD-2025-00876,2025-01-03,Latin America,Sao Paulo,Appliances,Coffee Maker,5,2210.34,365.87
ORD-2024-00556,2025-01-03,Europe,England,Furniture,Conference Table,3,1803.43,170.05
ORD-2025-01008,2025-01-03,Latin America,Santiago,Office Supplies,Notebook,11,1052.06,240.12
ORD-2025-01152,2025-01-04,Middle East & Africa,Nairobi,Technology,Smartphone,4,3605.11,-887.0
ORD-2025-00629,2025-01-04,Europe,Lombardy,Technology,Smartphone,4,3397.67,429.48
ORD-2024-00115,2025-01-04,North America,New York,Furniture,Desk,7,2825.65,413.89
ORD-2024-00159,2025-01-04,Latin America,Bogota,Office Supplies,Notebook,8,129.89,31.37
ORD-2024-00420,2025-01-05,Europe,Catalonia,Technology,Laptop,8,6208.37,1052.51
ORD-2024-00445,2025-01-06,Europe,Catalonia,Furniture,Bookshelf,8,3702.88,425.2
ORD-2025-00940,2025-01-06,Asia Pacific,New South Wales,Office Supplies,Printer Paper,3,42.08,10.24
ORD-2025-01051,2025-01-06,North America,New York,Furniture,Conference Table,1,663.8,58.33
ORD-2025-00897,2025-01-07,North America,Florida,Furniture,Office Chair,11,6996.83,1503.53
ORD-2025-01000,2025-01-09,Middle East & Africa,Cairo,Technology,Laptop,10,5232.17,1006.35
ORD-2024-00017,2025-01-10,Europe,Lombardy,Technology,Tablet,11,5733.98,913.83
ORD-2025-00608,2025-01-10,North America,Ontario,Technology,Smartphone,1,844.66,162.88
ORD-2025-00803,2025-01-11,North America,Texas,Appliances,Microwave,11,2495.22,308.74
ORD-2024-00344,2025-01-11,Middle East & Africa,Dubai,Office Supplies,Notebook,1,97.09,17.56
ORD-2024-00549,2025-01-12,Latin America,Mexico City,Furniture,Desk,5,2539.07,292.41
ORD-2025-01165,2025-01-12,Asia Pacific,New South Wales,Technology,Laptop,1,1308.98,245.19
ORD-2025-00717,2025-01-13,Europe,Bavaria,Furniture,Office Chair,6,4763.67,861.8
ORD-2024-00366,2025-01-14,North America,Texas,Furniture,Office Chair,4,2736.23,209.49
ORD-2025-01015,2025-01-14,Europe,Catalonia,Technology,Smartphone,10,16274.65,4487.45
ORD-2025-00701,2025-01-15,Middle East & Africa,Riyadh,Technology,Wireless Router,11,5473.33,1165.96
ORD-2024-00296,2025-01-15,North America,California,Technology,Tablet,7,5538.31,1049.71
ORD-2025-01010,2025-01-15,North America,Texas,Furniture,Cabinet,11,6886.03,1007.72
ORD-2024-00449,2025-01-15,Europe,Ile-de-France,Office Supplies,Printer Paper,11,456.89,127.74
ORD-2025-00893,2025-01-16,Europe,Bavaria,Office Supplies,Notebook,9,721.95,229.15
ORD-2025-00679,2025-01-17,North America,Florida,Technology,Laptop,11,17204.64,2355.15
ORD-2024-00578,2025-01-17,Asia Pacific,Seoul,Technology,Tablet,9,11403.61,1826.24
ORD-2025-00712,2025-01-17,North America,Ontario,Technology,Smartphone,7,5022.19,1129.48
ORD-2025-01074,2025-01-18,Europe,Bavaria,Office Supplies,Notebook,4,455.94,92.98
ORD-2025-01195,2025-01-19,North America,Florida,Office Supplies,Notebook,2,160.58,33.41
ORD-2025-00997,2025-01-19,Europe,England,Technology,Tablet,5,8350.81,1013.89
ORD-2024-00011,2025-01-19,Europe,Ile-de-France,Furniture,Cabinet,4,1438.64,132.81
ORD-2025-00995,2025-01-22,Asia Pacific,Maharashtra,Technology,Tablet,10,15710.04,2470.97
ORD-2024-00488,2025-01-22,Europe,England,Office Supplies,Stapler,1,10.68,3.96
ORD-2024-00507,2025-01-23,Europe,Catalonia,Office Supplies,Printer Paper,4,371.45,122.33
ORD-2025-01147,2025-01-23,North America,Texas,Technology,Tablet,3,3032.28,830.79
ORD-2025-01164,2025-01-23,Asia Pacific,Singapore,Furniture,Conference Table,6,2799.86,191.01
ORD-2025-00656,2025-01-24,Europe,Catalonia,Technology,Smartphone,11,6831.49,978.91
ORD-2025-00747,2025-01-24,Europe,Ile-de-France,Technology,Monitor,11,18483.15,3691.67
ORD-2024-00351,2025-01-24,Latin America,Santiago,Technology,Monitor,4,4114.2,567.51
ORD-2025-00648,2025-01-26,North America,New York,Appliances,Mini Fridge,6,1043.31,115.5
ORD-2025-00606,2025-01-26,North America,New York,Office Supplies,Stapler,7,456.71,167.1
ORD-2025-00931,2025-01-27,Middle East & Africa,Cairo,Technology,Wireless Router,8,6890.33,1760.54
ORD-2024-00561,2025-01-27,Europe,England,Technology,Smartphone,4,5998.68,1112.01
ORD-2024-00539,2025-01-29,North America,Ontario,Office Supplies,Notebook,2,59.21,10.67
ORD-2025-01140,2025-01-29,Asia Pacific,Tokyo,Technology,Wireless Router,8,5768.69,1031.68
ORD-2025-00877,2025-01-29,Europe,Bavaria,Office Supplies,Pen Set,3,127.19,-25.83
ORD-2025-00927,2025-01-30,Europe,Ile-de-France,Technology,Tablet,4,1813.18,412.33
ORD-2024-00289,2025-01-31,Asia Pacific,Singapore,Technology,Wireless Router,7,3809.3,728.5
ORD-2024-00305,2025-01-31,North America,California,Furniture,Office Chair,4,1986.4,-126.88
ORD-2025-00917,2025-01-31,North America,Ontario,Technology,Wireless Router,9,8252.89,1624.36
ORD-2025-00807,2025-02-02,North America,California,Technology,Laptop,11,9184.17,2555.75
ORD-2024-00295,2025-02-02,North America,Florida,Office Supplies,Notebook,9,211.68,75.07
ORD-2024-00029,2025-02-02,North America,Ontario,Appliances,Coffee Maker,7,1053.23,232.62
ORD-2025-00789,2025-02-02,Latin America,Sao Paulo,Technology,Laptop,3,1830.99,434.06
ORD-2024-00057,2025-02-03,Latin America,Bogota,Appliances,Mini Fridge,5,2090.06,484.07
ORD-2025-00983,2025-02-03,Latin America,Bogota,Office Supplies,Pen Set,9,110.16,23.13
ORD-2024-00331,2025-02-03,Middle East & Africa,Nairobi,Furniture,Desk,1,297.82,23.3
ORD-2024-00229,2025-02-03,Middle East & Africa,Riyadh,Furniture,Office Chair,1,360.91,31.73
ORD-2025-00879,2025-02-04,Europe,Lombardy,Technology,Smartphone,4,5053.39,825.41
ORD-2025-00992,2025-02-05,Europe,Lombardy,Technology,Monitor,10,9669.87,1289.58
ORD-2024-00132,2025-02-08,North America,Ontario,Furniture,Conference Table,11,4049.65,434.96
ORD-2025-00762,2025-02-08,Europe,England,Office Supplies,Desk Organizer,2,204.31,43.02
ORD-2025-00655,2025-02-08,Europe,England,Furniture,Office Chair,10,5186.53,756.97
ORD-2025-00755,2025-02-09,Middle East & Africa,Riyadh,Technology,Monitor,11,8474.45,1204.6
ORD-2024-00330,2025-02-09,Asia Pacific,Seoul,Furniture,Desk,1,852.65,149.87
ORD-2024-00034,2025-02-09,North America,New York,Appliances,Air Purifier,2,380.92,86.09
ORD-2024-00308,2025-02-09,Middle East & Africa,Nairobi,Technology,Monitor,8,12464.12,3336.13
ORD-2024-00456,2025-02-09,North America,California,Furniture,Desk,7,2063.31,152.76
ORD-2024-00113,2025-02-10,North America,New York,Technology,Laptop,11,7441.31,1979.33
ORD-2025-01129,2025-02-10,Latin America,Mexico City,Furniture,Cabinet,2,518.4,60.85
ORD-2025-01084,2025-02-10,Asia Pacific,New South Wales,Furniture,Bookshelf,11,9061.45,726.17
ORD-2024-00158,2025-02-11,Europe,Lombardy,Furniture,Office Chair,2,1351.12,114.26
ORD-2024-00134,2025-02-12,Latin America,Mexico City,Technology,Wireless Router,11,6757.94,1691.62
ORD-2025-01003,2025-02-12,Middle East & Africa,Gauteng,Technology,Tablet,3,3966.95,843.37
ORD-2025-00706,2025-02-16,Latin America,Santiago,Technology,Laptop,11,12897.21,3296.22
ORD-2024-00079,2025-02-16,Latin America,Sao Paulo,Appliances,Air Purifier,10,4225.83,603.73
ORD-2024-00131,2025-02-17,North America,California,Office Supplies,Stapler,9,939.32,228.13
ORD-2025-01029,2025-02-17,Latin America,Buenos Aires,Technology,Smartphone,2,1373.82,366.81
ORD-2024-00126,2025-02-17,Latin America,Bogota,Furniture,Bookshelf,10,2841.79,250.69
ORD-2025-00980,2025-02-17,Europe,Bavaria,Furniture,Office Chair,3,2363.72,250.35
ORD-2024-00437,2025-02-18,Europe,Lombardy,Technology,Smartphone,9,15046.69,-1810.25
ORD-2025-01189,2025-02-18,Asia Pacific,Tokyo,Technology,Tablet,1,681.93,178.35
ORD-2024-00116,2025-02-19,Europe,Lombardy,Office Supplies,Printer Paper,8,411.56,133.5
ORD-2024-00570,2025-02-21,Europe,Catalonia,Office Supplies,Notebook,5,170.48,50.61
ORD-2024-00288,2025-02-21,North America,New York,Appliances,Microwave,9,4993.97,938.19
ORD-2025-00922,2025-02-22,Asia Pacific,New South Wales,Furniture,Office Chair,7,3385.86,581.45
ORD-2025-00978,2025-02-22,North America,New York,Office Supplies,Stapler,4,250.24,53.58
ORD-2025-00708,2025-02-22,Latin America,Mexico City,Furniture,Desk,10,5878.23,627.55
ORD-2024-00129,2025-02-24,Middle East & Africa,Cairo,Appliances,Mini Fridge,10,4967.7,461.92
ORD-2025-00930,2025-02-26,Middle East & Africa,Cairo,Appliances,Coffee Maker,8,4420.19,607.71
ORD-2024-00535,2025-02-26,Europe,Lombardy,Technology,Wireless Router,8,13881.11,2340.12
ORD-2024-00228,2025-02-27,Europe,England,Furniture,Office Chair,4,1963.87,305.79
ORD-2024-00597,2025-02-27,North America,New York,Furniture,Desk,11,8855.27,1222.7
ORD-2024-00266,2025-02-28,Europe,England,Furniture,Cabinet,9,7043.35,562.8
ORD-2025-00677,2025-02-28,Asia Pacific,New South Wales,Technology,Wireless Router,7,7932.51,1161.21
ORD-2024-00424,2025-02-28,Latin America,Bogota,Office Supplies,Notebook,6,463.72,-153.77
ORD-2024-00242,2025-03-02,Europe,Lombardy,Appliances,Microwave,8,4728.39,784.87
ORD-2025-01161,2025-03-02,Latin America,Santiago,Technology,Smartphone,10,4380.26,1117.0
ORD-2025-01118,2025-03-04,Asia Pacific,Maharashtra,Office Supplies,Stapler,6,412.06,142.29
ORD-2024-00260,2025-03-05,North America,California,Furniture,Cabinet,5,3947.75,438.78
ORD-2025-00985,2025-03-05,Europe,England,Appliances,Vacuum Cleaner,5,2341.71,-541.39
ORD-2025-01156,2025-03-05,Latin America,Buenos Aires,Technology,Laptop,8,8520.06,2259.45
ORD-2025-00786,2025-03-06,North America,Florida,Appliances,Air Purifier,3,1351.88,142.86
ORD-2025-00966,2025-03-06,Asia Pacific,Singapore,Technology,Wireless Router,10,7221.82,1559.76
ORD-2025-00698,2025-03-07,Europe,England,Office Supplies,Notebook,8,304.82,94.7
ORD-2025-00981,2025-03-07,Asia Pacific,Singapore,Appliances,Mini Fridge,1,535.93,73.74
ORD-2024-00270,2025-03-07,Latin America,Bogota,Appliances,Air Purifier,10,5689.13,1303.33
ORD-2024-00548,2025-03-08,Europe,Ile-de-France,Technology,Wireless Router,4,2111.19,309.87
ORD-2025-00915,2025-03-08,Europe,Ile-de-France,Office Supplies,Stapler,10,761.07,224.12
ORD-2025-00688,2025-03-09,Asia Pacific,Seoul,Technology,Smartphone,7,4226.44,669.26
ORD-2024-00520,2025-03-10,North America,Texas,Technology,Laptop,4,4119.78,1058.75
ORD-2024-00468,2025-03-11,Europe,Catalonia,Appliances,Mini Fridge,2,939.95,212.85
ORD-2025-00665,2025-03-12,Asia Pacific,New South Wales,Technology,Smartphone,11,15500.73,3270.43
ORD-2024-00455,2025-03-12,North America,California,Technology,Tablet,5,5818.64,858.71
ORD-2025-01188,2025-03-13,North America,Ontario,Furniture,Cabinet,7,3568.22,626.9
ORD-2024-00531,2025-03-13,North America,Texas,Technology,Wireless Router,10,5303.72,1307.35
ORD-2024-00394,2025-03-14,North America,Texas,Appliances,Microwave,10,3642.05,593.93
ORD-2025-00720,2025-03-14,Middle East & Africa,Riyadh,Furniture,Office Chair,5,2801.37,554.11
ORD-2025-00967,2025-03-15,North America,California,Technology,Tablet,5,6616.17,1682.9
ORD-2025-01048,2025-03-15,Middle East & Africa,Dubai,Technology,Tablet,1,1713.1,385.3
ORD-2024-00494,2025-03-16,Europe,Ile-de-France,Office Supplies,Desk Organizer,6,527.54,131.92
ORD-2024-00137,2025-03-16,North America,Ontario,Office Supplies,Pen Set,9,456.12,116.0
ORD-2025-00625,2025-03-17,Middle East & Africa,Gauteng,Appliances,Air Purifier,2,346.39,71.22
ORD-2024-00490,2025-03-18,Latin America,Santiago,Office Supplies,Pen Set,11,661.83,233.29
ORD-2025-00850,2025-03-18,Asia Pacific,Tokyo,Furniture,Conference Table,9,3292.04,698.56
ORD-2024-00193,2025-03-19,North America,Florida,Office Supplies,Stapler,3,312.98,84.19
ORD-2025-01181,2025-03-20,Middle East & Africa,Gauteng,Office Supplies,Notebook,6,363.91,80.39
ORD-2025-00956,2025-03-22,North America,Texas,Office Supplies,Notebook,1,82.8,31.1
ORD-2025-00896,2025-03-23,Asia Pacific,Maharashtra,Technology,Tablet,2,3235.93,625.74
ORD-2025-00767,2025-03-23,Asia Pacific,Seoul,Office Supplies,Desk Organizer,6,496.93,180.81
ORD-2024-00269,2025-03-23,Latin America,Santiago,Furniture,Cabinet,4,1245.48,114.08
ORD-2025-01135,2025-03-24,Asia Pacific,Tokyo,Furniture,Desk,4,1667.22,197.34
ORD-2025-00953,2025-03-25,Europe,Catalonia,Office Supplies,Pen Set,8,730.46,210.58
ORD-2025-00672,2025-03-25,North America,California,Technology,Tablet,8,6212.9,793.37
ORD-2024-00323,2025-03-25,Asia Pacific,Singapore,Technology,Wireless Router,7,4976.83,1188.33
ORD-2025-00601,2025-03-26,Asia Pacific,Seoul,Technology,Smartphone,10,14612.35,2138.56
ORD-2025-00900,2025-03-26,North America,California,Technology,Monitor,6,5110.12,829.32
ORD-2025-00987,2025-03-26,Europe,Bavaria,Furniture,Office Chair,3,2451.0,499.11
ORD-2025-00702,2025-03-26,Asia Pacific,Tokyo,Technology,Tablet,7,3293.68,782.28
ORD-2025-01200,2025-03-29,Asia Pacific,Singapore,Furniture,Desk,6,1445.64,254.92
ORD-2025-00675,2025-03-30,North America,Florida,Office Supplies,Desk Organizer,2,170.48,31.21
ORD-2024-00343,2025-03-30,Asia Pacific,Tokyo,Technology,Laptop,6,7581.27,1724.87
ORD-2025-00825,2025-03-31,Europe,England,Furniture,Desk,4,2374.73,314.61
ORD-2025-00996,2025-04-02,Asia Pacific,Singapore,Appliances,Air Purifier,2,283.84,-28.41
ORD-2024-00240,2025-04-03,North America,Florida,Furniture,Office Chair,11,3186.99,254.41
ORD-2024-00599,2025-04-03,Europe,Ile-de-France,Furniture,Conference Table,9,2899.1,525.95
ORD-2024-00245,2025-04-04,Latin America,Santiago,Furniture,Conference Table,6,3962.67,610.26
ORD-2025-01171,2025-04-04,North America,New York,Technology,Wireless Router,2,1276.88,238.8
ORD-2024-00192,2025-04-05,Europe,Ile-de-France,Technology,Laptop,9,13681.61,2958.23
ORD-2024-00085,2025-04-05,North America,New York,Technology,Tablet,4,2636.54,403.7
ORD-2025-00880,2025-04-05,Europe,England,Office Supplies,Notebook,11,245.52,78.8
ORD-2025-01172,2025-04-06,Middle East & Africa,Gauteng,Furniture,Conference Table,6,4763.18,468.49
ORD-2024-00040,2025-04-06,North America,California,Office Supplies,Pen Set,10,354.0,76.87
ORD-2025-00658,2025-04-07,Middle East & Africa,Nairobi,Office Supplies,Stapler,4,385.35,96.09
ORD-2025-01111,2025-04-07,Europe,Bavaria,Appliances,Mini Fridge,10,2667.63,333.46
ORD-2024-00475,2025-04-08,North America,New York,Technology,Wireless Router,8,5505.92,907.58
ORD-2025-01196,2025-04-08,Asia Pacific,New South Wales,Office Supplies,Desk Organizer,7,243.03,47.42
ORD-2025-00958,2025-04-08,North America,Ontario,Office Supplies,Printer Paper,9,347.09,77.96
ORD-2024-00130,2025-04-08,Europe,Lombardy,Furniture,Bookshelf,5,2664.53,516.54
ORD-2025-00743,2025-04-08,Asia Pacific,Singapore,Furniture,Conference Table,11,7296.84,933.71
ORD-2024-00458,2025-04-08,Europe,Lombardy,Appliances,Air Purifier,6,1621.19,271.36
ORD-2024-00341,2025-04-09,North America,California,Technology,Tablet,9,5805.46,761.89
ORD-2025-00782,2025-04-10,Europe,Bavaria,Office Supplies,Desk Organizer,3,262.94,61.35
ORD-2024-00099,2025-04-10,Latin America,Santiago,Furniture,Office Chair,11,4043.95,767.36
ORD-2025-00920,2025-04-10,North America,California,Appliances,Mini Fridge,9,2279.61,423.74
ORD-2025-00673,2025-04-10,Europe,England,Office Supplies,Stapler,1,70.54,20.89
ORD-2025-01128,2025-04-11,Latin America,Santiago,Office Supplies,Notebook,11,871.69,162.71
ORD-2025-00616,2025-04-12,Middle East & Africa,Dubai,Furniture,Bookshelf,5,1824.76,194.99
ORD-2025-01068,2025-04-13,Middle East & Africa,Cairo,Office Supplies,Stapler,5,159.49,37.01
ORD-2024-00600,2025-04-14,Europe,Lombardy,Appliances,Coffee Maker,7,3168.98,673.31
ORD-2024-00569,2025-04-14,Europe,England,Technology,Wireless Router,11,13214.3,2206.0
ORD-2024-00026,2025-04-15,Latin America,Bogota,Furniture,Desk,3,1220.01,88.45
ORD-2025-00984,2025-04-18,North America,California,Office Supplies,Stapler,10,1014.45,365.83
ORD-2025-01130,2025-04-19,Asia Pacific,Singapore,Technology,Monitor,3,2545.86,581.22
ORD-2025-00934,2025-04-19,Europe,Lombardy,Furniture,Office Chair,11,9195.98,1396.12
ORD-2024-00244,2025-04-20,North America,California,Appliances,Vacuum Cleaner,8,917.67,166.15
ORD-2025-00824,2025-04-20,Middle East & Africa,Riyadh,Furniture,Bookshelf,5,2024.14,236.39
ORD-2025-01089,2025-04-20,Asia Pacific,Maharashtra,Technology,Laptop,2,1838.88,-455.43
ORD-2025-00771,2025-04-21,North America,Texas,Appliances,Air Purifier,3,995.0,218.42
ORD-2024-00502,2025-04-21,Europe,England,Office Supplies,Stapler,3,197.64,74.27
ORD-2025-00986,2025-04-21,Asia Pacific,Seoul,Appliances,Coffee Maker,7,3856.59,841.64
ORD-2025-00652,2025-04-22,Europe,Ile-de-France,Appliances,Air Purifier,11,5742.76,838.08
ORD-2024-00123,2025-04-23,North America,New York,Appliances,Coffee Maker,9,1586.57,261.31
ORD-2024-00003,2025-04-23,Asia Pacific,Seoul,Technology,Monitor,1,491.78,-97.55
ORD-2025-00842,2025-04-24,Middle East & Africa,Gauteng,Technology,Tablet,9,10918.79,2602.82
ORD-2025-00730,2025-04-25,North America,New York,Technology,Smartphone,11,5022.7,749.78
ORD-2024-00255,2025-04-27,North America,New York,Appliances,Vacuum Cleaner,1,417.35,61.42
ORD-2024-00316,2025-04-27,Asia Pacific,Tokyo,Technology,Wireless Router,6,4840.34,1025.26
ORD-2024-00372,2025-04-28,Asia Pacific,New South Wales,Technology,Tablet,8,9465.53,1801.13
ORD-2024-00156,2025-04-28,North America,Ontario,Technology,Smartphone,1,1587.78,224.21
ORD-2024-00237,2025-04-29,Europe,Ile-de-France,Technology,Smartphone,9,7619.76,1977.61
ORD-2024-00446,2025-04-29,Europe,England,Technology,Smartphone,1,632.61,137.48
ORD-2024-00479,2025-04-30,Latin America,Bogota,Technology,Laptop,2,1985.58,468.18
ORD-2024-00162,2025-04-30,Europe,Catalonia,Technology,Wireless Router,3,3039.15,479.97
ORD-2025-00819,2025-05-01,Middle East & Africa,Dubai,Furniture,Office Chair,3,1081.88,127.6
ORD-2024-00311,2025-05-01,Asia Pacific,Tokyo,Furniture,Conference Table,6,3789.36,353.25
ORD-2025-00822,2025-05-01,Europe,Lombardy,Technology,Wireless Router,1,1234.46,282.03
ORD-2024-00108,2025-05-01,Europe,Ile-de-France,Technology,Tablet,4,6245.99,1616.27
ORD-2025-01049,2025-05-03,Middle East & Africa,Cairo,Office Supplies,Stapler,4,305.32,78.76
ORD-2024-00122,2025-05-03,North America,New York,Office Supplies,Notebook,2,57.77,19.03
ORD-2025-00859,2025-05-04,Asia Pacific,Maharashtra,Office Supplies,Printer Paper,3,321.66,70.6
ORD-2025-01132,2025-05-04,North America,California,Technology,Laptop,2,1584.03,323.56
ORD-2024-00080,2025-05-04,Middle East & Africa,Dubai,Appliances,Microwave,3,592.08,74.75
ORD-2025-00641,2025-05-05,Asia Pacific,Tokyo,Furniture,Desk,9,4799.21,560.28
ORD-2025-00736,2025-05-05,Middle East & Africa,Gauteng,Furniture,Office Chair,9,3399.33,673.42
ORD-2024-00283,2025-05-05,North America,Texas,Appliances,Microwave,5,1869.75,391.14
ORD-2024-00312,2025-05-06,Latin America,Buenos Aires,Office Supplies,Stapler,6,235.13,53.83
ORD-2025-01071,2025-05-08,North America,Ontario,Appliances,Air Purifier,3,1617.25,263.15
ORD-2024-00416,2025-05-10,Asia Pacific,New South Wales,Appliances,Vacuum Cleaner,10,4844.49,1112.05
ORD-2024-00257,2025-05-10,North America,Texas,Technology,Tablet,9,13591.5,3617.37
ORD-2024-00049,2025-05-10,Europe,Lombardy,Technology,Tablet,4,6510.65,1774.24
ORD-2025-00711,2025-05-11,North America,New York,Office Supplies,Desk Organizer,8,105.06,24.12
ORD-2024-00550,2025-05-12,Europe,Lombardy,Technology,Tablet,5,5395.59,1176.19
ORD-2025-00827,2025-05-12,Asia Pacific,New South Wales,Technology,Monitor,2,1232.49,278.84
ORD-2024-00098,2025-05-13,North America,Florida,Technology,Tablet,9,9522.71,-2613.67
ORD-2024-00191,2025-05-14,Europe,Catalonia,Technology,Wireless Router,10,11043.74,2235.49
ORD-2024-00060,2025-05-14,Asia Pacific,New South Wales,Technology,Wireless Router,4,2791.82,719.45
ORD-2025-00813,2025-05-15,Europe,Catalonia,Appliances,Coffee Maker,10,3106.59,418.98
ORD-2025-00615,2025-05-16,North America,Ontario,Appliances,Coffee Maker,2,227.39,-27.11
ORD-2025-00788,2025-05-16,Latin America,Buenos Aires,Office Supplies,Printer Paper,1,100.6,29.95
ORD-2025-00636,2025-05-16,Middle East & Africa,Gauteng,Appliances,Microwave,11,3470.31,737.5
ORD-2024-00075,2025-05-16,North America,New York,Technology,Laptop,1,1322.51,296.72
ORD-2025-01062,2025-05-17,North America,Florida,Appliances,Vacuum Cleaner,4,861.97,103.03
ORD-2025-01149,2025-05-18,Middle East & Africa,Nairobi,Technology,Smartphone,5,2222.49,-615.68
ORD-2024-00587,2025-05-18,North America,Ontario,Furniture,Office Chair,11,5979.57,993.02
ORD-2025-01183,2025-05-19,North America,Ontario,Office Supplies,Notebook,11,351.76,70.14
ORD-2025-00941,2025-05-20,Latin America,Santiago,Furniture,Desk,11,3068.02,573.55
ORD-2024-00422,2025-05-22,Middle East & Africa,Nairobi,Technology,Laptop,11,8732.18,1395.32
ORD-2025-00666,2025-05-22,Europe,Catalonia,Furniture,Bookshelf,5,3501.71,215.39
ORD-2025-00875,2025-05-24,Asia Pacific,Tokyo,Appliances,Vacuum Cleaner,5,828.3,125.81
ORD-2024-00184,2025-05-24,Europe,Ile-de-France,Technology,Smartphone,3,3206.63,761.46
ORD-2024-00008,2025-05-24,North America,Florida,Appliances,Microwave,4,2075.03,361.99
ORD-2024-00175,2025-05-24,Europe,Catalonia,Technology,Tablet,5,7295.68,1083.97
ORD-2025-00866,2025-05-25,North America,Texas,Technology,Smartphone,6,7203.86,1750.87
ORD-2025-00932,2025-05-26,Latin America,Sao Paulo,Furniture,Cabinet,5,1167.98,185.57
ORD-2024-00086,2025-05-26,North America,Florida,Technology,Monitor,10,8148.38,1049.86
ORD-2024-00204,2025-05-26,North America,California,Technology,Tablet,5,4172.29,560.58
ORD-2024-00043,2025-05-27,Middle East & Africa,Cairo,Technology,Laptop,11,11734.43,2996.12
ORD-2025-01194,2025-05-28,Europe,Ile-de-France,Technology,Wireless Router,11,6362.12,868.39
ORD-2025-00982,2025-05-28,North America,California,Appliances,Mini Fridge,2,438.87,84.98
ORD-2024-00223,2025-05-29,North America,Florida,Furniture,Conference Table,1,762.57,120.48
ORD-2024-00110,2025-05-30,Latin America,Santiago,Appliances,Microwave,8,2656.8,376.77
ORD-2025-01064,2025-05-30,Europe,Catalonia,Appliances,Air Purifier,6,507.73,91.13
ORD-2025-01041,2025-05-31,Europe,Catalonia,Furniture,Office Chair,6,4977.13,449.11
ORD-2025-00892,2025-06-02,North America,Florida,Appliances,Coffee Maker,11,5256.56,903.52
ORD-2025-00906,2025-06-02,North America,California,Technology,Wireless Router,3,1275.15,303.65
ORD-2025-01045,2025-06-02,North America,Texas,Appliances,Coffee Maker,5,2508.02,369.37
ORD-2024-00541,2025-06-02,Latin America,Mexico City,Technology,Wireless Router,8,7974.43,2082.39
ORD-2025-01077,2025-06-04,North America,California,Appliances,Air Purifier,6,885.71,181.03
ORD-2025-01197,2025-06-05,North America,California,Furniture,Conference Table,3,456.39,37.96
ORD-2024-00430,2025-06-06,Asia Pacific,Maharashtra,Office Supplies,Stapler,9,665.73,123.97
ORD-2024-00015,2025-06-08,Asia Pacific,Tokyo,Office Supplies,Stapler,7,429.11,135.14
